PDG_true,label_true_int,label_true,E_true_GeV,label_pred_int,label_pred,proba_pred,proba_pi,proba_proton,proba_kaon,E_pred_GeV,dE_over_E
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,90.80367,0.13504592
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,21.66938,-0.5666124
311,2,K0,100.0,2,K0,1.0,0.0,0.0,1.0,118.404274,0.18404274
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,93.167656,0.035196178
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,97.835655,0.087062836
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,77.15754,-0.14269401
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,33.18415,0.106138356
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,37.95722,-0.24085563
-211,0,π-,70.0,0,π-,1.0,1.0,0.0,0.0,60.526947,-0.13532932
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,52.65066,0.053013228
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,49.91632,-0.001673584
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,81.78827,-0.09124146
-211,0,π-,100.0,0,π-,1.0,1.0,0.0,0.0,6.5903378,-0.9340966
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,27.543797,-0.08187345
-211,0,π-,30.0,0,π-,1.0,1.0,0.0,0.0,27.649689,-0.07834371
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,93.18142,0.035349105
311,2,K0,10.0,2,K0,1.0,0.0,0.0,1.0,8.430328,-0.15696716
311,2,K0,100.0,2,K0,1.0,0.0,0.0,1.0,95.704216,-0.04295784
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,47.206825,-0.055863496
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,95.70083,-0.042991713
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,96.162224,0.06846915
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,83.53704,0.044213008
311,2,K0,80.0,2,K0,1.0,0.0,0.0,1.0,81.70837,0.02135458
311,2,K0,40.0,2,K0,1.0,0.0,0.0,1.0,41.201897,0.030047417
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,42.0481,-0.159038
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,84.93277,-0.05630256
-211,0,π-,20.0,0,π-,1.0,1.0,0.0,0.0,18.245058,-0.0877471
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,55.441246,0.10882492
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,89.27291,-0.008078766
-211,0,π-,40.0,0,π-,1.0,1.0,0.0,0.0,37.158867,-0.07102833
-211,0,π-,20.0,0,π-,1.0,1.0,0.0,0.0,18.498547,-0.07507267
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,17.789072,-0.110546395
-211,0,π-,100.0,0,π-,1.0,1.0,0.0,0.0,80.243256,-0.19756745
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,21.95972,0.09798603
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,103.08062,0.14534022
311,2,K0,10.0,2,K0,1.0,0.0,0.0,1.0,7.535873,-0.24641271
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,55.898495,-0.06835842
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,86.361984,-0.0404224
-211,0,π-,100.0,0,π-,1.0,1.0,0.0,0.0,107.18394,0.07183937
2212,1,p,70.0,1,p,1.0,0.0,1.0,0.0,78.836784,0.12623978
-211,0,π-,70.0,0,π-,1.0,1.0,0.0,0.0,77.584785,0.10835408
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,85.919716,-0.04533649
2212,1,p,40.0,1,p,1.0,0.0,1.0,0.0,37.545376,-0.061365604
2212,1,p,70.0,1,p,1.0,0.0,1.0,0.0,69.34113,-0.009412384
-211,0,π-,70.0,0,π-,1.0,1.0,0.0,0.0,61.573288,-0.1203816
-211,0,π-,30.0,0,π-,1.0,1.0,0.0,0.0,10.149747,-0.66167516
2212,1,p,20.0,1,p,1.0,0.0,1.0,0.0,24.17386,0.20869303
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,64.451744,-0.1943532
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,92.63284,-0.07367157
-211,0,π-,70.0,0,π-,1.0,1.0,0.0,0.0,67.71445,-0.032650758
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,53.26811,-0.1121982
311,2,K0,60.0,2,K0,1.0,0.0,0.0,1.0,56.219456,-0.06300907
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,76.805534,-0.14660518
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,69.55034,-0.13062076
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,17.759195,-0.11204024
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,10.524995,-0.47375026
-211,0,π-,70.0,0,π-,1.0,1.0,0.0,0.0,56.582253,-0.1916821
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,54.609997,0.09219994
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,18.66408,-0.06679602
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,84.90789,0.06134863
311,2,K0,70.0,2,K0,1.0,0.0,0.0,1.0,52.89699,-0.2443287
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,50.81778,0.01635559
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,66.00923,0.100153856
-211,0,π-,30.0,0,π-,1.0,1.0,0.0,0.0,23.54261,-0.21524633
311,2,K0,100.0,2,K0,1.0,0.0,0.0,1.0,111.779686,0.11779686
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,31.175535,0.039184507
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,16.212927,-0.18935366
311,2,K0,60.0,2,K0,1.0,0.0,0.0,1.0,58.897457,-0.018375715
2212,1,p,70.0,1,p,1.0,0.0,1.0,0.0,72.06621,0.029517256
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,79.27263,-0.11919301
311,2,K0,70.0,2,K0,1.0,0.0,0.0,1.0,66.98248,-0.043107387
-211,0,π-,40.0,0,π-,1.0,1.0,0.0,0.0,40.09269,0.002317238
-211,0,π-,100.0,0,π-,1.0,1.0,0.0,0.0,104.92255,0.049225464
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,47.200726,-0.055985488
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,52.364384,0.047287673
311,2,K0,100.0,2,K0,1.0,0.0,0.0,1.0,100.05298,0.0005297852
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,7.548385,-0.24516149
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,11.58144,0.158144
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,84.23082,0.052885246
311,2,K0,70.0,2,K0,1.0,0.0,0.0,1.0,65.57699,-0.063185886
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,86.0596,-0.139404
311,2,K0,40.0,2,K0,1.0,0.0,0.0,1.0,23.331072,-0.4167232
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,74.8381,-0.064523794
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,52.419727,0.048394546
-211,0,π-,20.0,0,π-,1.0,1.0,0.0,0.0,19.750599,-0.012470054
311,2,K0,100.0,2,K0,1.0,0.0,0.0,1.0,75.830635,-0.24169365
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,17.627937,-0.11860313
2212,1,p,40.0,1,p,1.0,0.0,1.0,0.0,39.961784,-0.0009553909
311,2,K0,100.0,2,K0,1.0,0.0,0.0,1.0,101.6219,0.016219025
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,12.754753,-0.74490494
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,79.94573,-0.11171409
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,50.297794,-0.16170342
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,8.334879,-0.1665121
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,86.66219,-0.03708674
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,92.80551,0.03117235
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,19.290577,-0.61418843
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,47.081577,-0.058368456
2212,1,p,60.0,1,p,1.0,0.0,1.0,0.0,50.4485,-0.15919164
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,17.558474,-0.12207632
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,54.705784,0.094115674
311,2,K0,100.0,2,K0,1.0,0.0,0.0,1.0,48.057407,-0.5194259
-211,0,π-,100.0,0,π-,1.0,1.0,0.0,0.0,104.169876,0.04169876
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,21.684185,0.08420925
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,17.020267,-0.14898662
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,73.082954,-0.18796717
2212,1,p,70.0,1,p,1.0,0.0,1.0,0.0,84.306274,0.20437534
2212,1,p,20.0,1,p,1.0,0.0,1.0,0.0,23.899076,0.19495383
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,10.822922,0.08229218
311,2,K0,100.0,2,K0,1.0,0.0,0.0,1.0,107.63683,0.07636833
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,30.96498,0.03216597
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,86.27007,0.07837591
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,78.920074,-0.12311029
-211,0,π-,70.0,0,π-,1.0,1.0,0.0,0.0,59.51503,-0.14978528
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,89.930244,-0.0007750617
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,106.64794,0.18497713
2212,1,p,70.0,1,p,1.0,0.0,1.0,0.0,66.64776,-0.047889166
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,27.099463,-0.09668458
-211,0,π-,20.0,0,π-,1.0,1.0,0.0,0.0,19.323149,-0.033842564
311,2,K0,30.0,2,K0,1.0,0.0,0.0,1.0,23.939161,-0.20202796
311,2,K0,10.0,2,K0,1.0,0.0,0.0,1.0,7.5005608,-0.24994393
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,13.480105,0.34801054
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,25.465263,-0.15115789
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,13.158255,-0.34208727
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,86.2219,0.077773765
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,11.695933,0.16959333
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,14.225541,0.4225541
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,31.233904,-0.37532192
2212,1,p,60.0,1,p,1.0,0.0,1.0,0.0,48.479404,-0.19200993
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,52.859642,0.05719284
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,77.79819,-0.1355757
311,2,K0,70.0,2,K0,1.0,0.0,0.0,1.0,64.84823,-0.07359674
311,2,K0,30.0,2,K0,1.0,0.0,0.0,1.0,34.16871,0.13895696
311,2,K0,80.0,2,K0,1.0,0.0,0.0,1.0,79.74237,-0.0032203675
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,67.72672,-0.15341596
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,89.936935,-0.0007007175
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,29.762102,-0.0079299295
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,72.393005,-0.09508743
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,44.364037,-0.11271927
2212,1,p,60.0,1,p,1.0,0.0,1.0,0.0,37.149864,-0.3808356
2212,1,p,40.0,1,p,1.0,0.0,1.0,0.0,36.223846,-0.09440384
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,75.8271,-0.052161217
311,2,K0,40.0,2,K0,1.0,0.0,0.0,1.0,37.415546,-0.06461134
311,2,K0,40.0,2,K0,1.0,0.0,0.0,1.0,31.112982,-0.22217545
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,30.405392,0.013513057
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,51.41863,0.028372575
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,96.70364,-0.032963563
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,103.87961,0.038796082
2212,1,p,60.0,1,p,1.0,0.0,1.0,0.0,56.313553,-0.061440784
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,87.70021,-0.025553215
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,51.351013,0.027020264
-211,0,π-,40.0,0,π-,1.0,1.0,0.0,0.0,36.895206,-0.077619836
311,2,K0,70.0,2,K0,1.0,0.0,0.0,1.0,83.39003,0.19128615
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,80.88918,0.011114788
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,84.5247,-0.060836706
-211,0,π-,30.0,0,π-,1.0,1.0,0.0,0.0,28.389133,-0.053695552
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,42.45197,-0.15096062
-211,0,π-,40.0,0,π-,1.0,1.0,0.0,0.0,32.64023,-0.1839943
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,47.352978,-0.052940443
-211,0,π-,100.0,0,π-,1.0,1.0,0.0,0.0,94.950554,-0.050494462
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,63.119118,0.051985297
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,22.863543,0.14317712
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,98.05375,0.22567186
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,78.60792,-0.017401028
2212,1,p,20.0,1,p,1.0,0.0,1.0,0.0,20.990545,0.049527265
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,17.999226,-0.10003872
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,43.847836,-0.12304329
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,92.625336,0.1578167
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,7.482913,-0.2517087
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,82.43527,-0.17564727
-211,0,π-,70.0,0,π-,1.0,1.0,0.0,0.0,73.19831,0.045690157
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,99.14148,-0.008585205
-211,0,π-,30.0,0,π-,1.0,1.0,0.0,0.0,25.32351,-0.15588303
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,93.43357,-0.06566429
2212,1,p,70.0,1,p,1.0,0.0,1.0,0.0,62.121395,-0.112551495
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,13.677016,0.36770162
311,2,K0,60.0,2,K0,1.0,0.0,0.0,1.0,58.537693,-0.024371782
311,2,K0,30.0,2,K0,1.0,0.0,0.0,1.0,24.88989,-0.17033698
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,48.278877,-0.034422453
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,21.98278,-0.26724064
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,19.589853,-0.020507336
2212,1,p,60.0,1,p,1.0,0.0,1.0,0.0,54.988438,-0.08352604
-211,0,π-,20.0,0,π-,1.0,1.0,0.0,0.0,17.99373,-0.10031347
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,65.56053,0.09267553
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,74.33367,-0.17407031
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,81.711975,0.021399688
311,2,K0,80.0,2,K0,1.0,0.0,0.0,1.0,73.40391,-0.08245115
2212,1,p,20.0,1,p,1.0,0.0,1.0,0.0,20.80478,0.040238954
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,55.75935,-0.070677504
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,39.818027,-0.20363945
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,79.025475,-0.012181568
2212,1,p,40.0,1,p,1.0,0.0,1.0,0.0,38.245975,-0.043850612
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,80.2502,-0.10833113
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,54.35703,0.08714058
-211,0,π-,100.0,0,π-,1.0,1.0,0.0,0.0,92.4456,-0.07554398
2212,1,p,20.0,1,p,1.0,0.0,1.0,0.0,17.859991,-0.10700045
311,2,K0,100.0,2,K0,1.0,0.0,0.0,1.0,98.49796,-0.0150203705
2212,1,p,20.0,1,p,1.0,0.0,1.0,0.0,19.07988,-0.046006013
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,49.636612,-0.007267761
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,47.95813,-0.040837403
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,88.25108,-0.019432407
311,2,K0,30.0,2,K0,1.0,0.0,0.0,1.0,37.37042,0.24568062
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,40.466747,-0.19066505
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,9.614212,-0.038578797
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,75.40585,-0.057426833
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,93.45143,0.038349237
2212,1,p,60.0,1,p,1.0,0.0,1.0,0.0,61.728638,0.028810628
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,89.60396,-0.004400465
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,7.8961334,-0.21038666
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,34.800976,-0.30398047
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,93.98901,-0.060109865
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,9.683664,-0.031633567
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,8.430402,-0.15695982
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,35.890854,-0.60121274
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,13.325909,0.33259088
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,8.769566,-0.8903805
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,59.783222,-0.0036129632
-211,0,π-,30.0,0,π-,1.0,1.0,0.0,0.0,24.659555,-0.17801481
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,91.905525,-0.08094475
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,57.823505,-0.03627491
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,93.39054,0.03767268
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,54.796547,0.09593094
-211,0,π-,70.0,0,π-,1.0,1.0,0.0,0.0,69.70612,-0.004198238
311,2,K0,30.0,2,K0,1.0,0.0,0.0,1.0,29.117538,-0.029415386
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,58.86272,0.17725441
311,2,K0,30.0,2,K0,1.0,0.0,0.0,1.0,29.254875,-0.024837494
311,2,K0,70.0,2,K0,1.0,0.0,0.0,1.0,89.7596,0.28227997
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,47.79577,-0.044084623
2212,1,p,40.0,1,p,1.0,0.0,1.0,0.0,44.161045,0.104026124
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,6.753371,-0.32466292
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,84.24545,-0.063939415
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,10.699204,0.06992044
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,10.180405,0.018040467
311,2,K0,10.0,2,K0,1.0,0.0,0.0,1.0,7.772871,-0.2227129
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,90.921104,0.010234494
-211,0,π-,100.0,0,π-,1.0,1.0,0.0,0.0,94.15967,-0.05840332
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,72.39865,-0.19557054
-211,0,π-,20.0,0,π-,1.0,1.0,0.0,0.0,19.552662,-0.022366906
311,2,K0,10.0,2,K0,1.0,0.0,0.0,1.0,7.4321303,-0.25678697
311,2,K0,10.0,2,K0,1.0,0.0,0.0,1.0,7.8106766,-0.21893235
311,2,K0,40.0,2,K0,1.0,0.0,0.0,1.0,33.411,-0.16472502
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,9.169116,-0.0830884
2212,1,p,70.0,1,p,1.0,0.0,1.0,0.0,77.83416,0.11191657
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,96.23138,0.069237515
311,2,K0,40.0,2,K0,1.0,0.0,0.0,1.0,44.02605,0.100651264
