PDG_true,label_true_int,label_true,E_true_GeV,label_pred_int,label_pred,proba_pred,proba_pi,proba_proton,proba_kaon,E_pred_GeV,dE_over_E
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,8.657344,-0.13426562
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,95.42429,0.06026993
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,92.08056,0.02311732
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,24.687897,-0.50624204
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,58.139698,0.16279396
2212,1,p,60.0,1,p,1.0,0.0,1.0,0.0,55.462864,-0.07561894
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,17.975075,-0.10124626
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,51.178772,0.02357544
311,2,K0,100.0,2,K0,1.0,0.0,0.0,1.0,49.60026,-0.5039974
-211,0,π-,100.0,0,π-,1.0,1.0,0.0,0.0,104.50965,0.045096513
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,21.649864,0.08249321
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,18.166592,-0.09167042
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,79.39615,-0.11782057
2212,1,p,70.0,1,p,1.0,0.0,1.0,0.0,83.06225,0.18660355
2212,1,p,20.0,1,p,1.0,0.0,1.0,0.0,25.01322,0.250661
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,10.810185,0.081018545
311,2,K0,100.0,2,K0,1.0,0.0,0.0,1.0,107.49465,0.074946515
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,31.837402,0.061246745
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,86.14431,0.07680388
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,90.887665,0.009862943
-211,0,π-,70.0,0,π-,1.0,1.0,0.0,0.0,59.410583,-0.15127738
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,92.89207,0.03213408
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,102.00428,0.13338089
2212,1,p,70.0,1,p,1.0,0.0,1.0,0.0,81.902176,0.17003109
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,28.118334,-0.062722206
-211,0,π-,20.0,0,π-,1.0,1.0,0.0,0.0,20.40384,0.020191956
311,2,K0,30.0,2,K0,1.0,0.0,0.0,1.0,25.007399,-0.16642004
311,2,K0,10.0,2,K0,1.0,0.0,0.0,1.0,9.187147,-0.08128528
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,14.999531,0.4999531
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,26.91604,-0.102798656
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,15.616174,-0.21919131
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,82.52262,0.031532764
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,13.502468,0.35024682
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,11.803283,0.18032828
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,37.64709,-0.24705818
2212,1,p,60.0,1,p,1.0,0.0,1.0,0.0,55.042385,-0.08262692
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,48.29336,-0.034132767
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,80.82572,-0.10193642
311,2,K0,70.0,2,K0,1.0,0.0,0.0,1.0,64.76829,-0.07473875
311,2,K0,30.0,2,K0,1.0,0.0,0.0,1.0,36.01844,0.20061468
311,2,K0,80.0,2,K0,1.0,0.0,0.0,1.0,79.27344,-0.009082031
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,71.256065,-0.10929918
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,108.93502,0.21038912
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,33.73319,0.12443962
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,82.36091,0.029511357
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,71.83689,0.43673784
2212,1,p,60.0,1,p,1.0,0.0,1.0,0.0,41.928543,-0.30119094
2212,1,p,40.0,1,p,1.0,0.0,1.0,0.0,38.743187,-0.031420328
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,79.14363,-0.010704612
311,2,K0,40.0,2,K0,1.0,0.0,0.0,1.0,35.482117,-0.112947084
311,2,K0,40.0,2,K0,1.0,0.0,0.0,1.0,40.532608,0.013315201
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,34.54098,0.15136604
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,52.951992,0.059039842
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,104.57494,0.045749437
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,112.737885,0.12737885
2212,1,p,60.0,1,p,1.0,0.0,1.0,0.0,56.661324,-0.05564461
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,96.20878,0.06898642
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,51.49268,0.029853592
-211,0,π-,40.0,0,π-,1.0,1.0,0.0,0.0,34.44004,-0.13899899
311,2,K0,70.0,2,K0,1.0,0.0,0.0,1.0,85.2297,0.21756712
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,82.78648,0.034831047
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,97.243484,0.08048316
-211,0,π-,30.0,0,π-,1.0,1.0,0.0,0.0,42.190186,0.40633953
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,44.366318,-0.11267365
-211,0,π-,40.0,0,π-,1.0,1.0,0.0,0.0,34.61154,-0.13471146
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,47.05091,-0.05898178
-211,0,π-,100.0,0,π-,1.0,1.0,0.0,0.0,100.325645,0.0032564544
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,65.773766,0.09622943
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,23.396046,0.16980228
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,101.51961,0.2689951
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,78.952065,-0.013099194
2212,1,p,20.0,1,p,1.0,0.0,1.0,0.0,22.08824,0.10441198
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,17.601656,-0.1199172
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,44.104824,-0.117903516
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,90.89978,0.13624725
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,8.436743,-0.15632573
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,80.399315,-0.19600685
-211,0,π-,70.0,0,π-,1.0,1.0,0.0,0.0,77.62233,0.10889042
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,103.61746,0.03617462
-211,0,π-,30.0,0,π-,1.0,1.0,0.0,0.0,28.039818,-0.06533941
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,95.8095,-0.041904982
2212,1,p,70.0,1,p,1.0,0.0,1.0,0.0,61.243023,-0.12509967
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,17.990269,0.79902685
311,2,K0,60.0,2,K0,1.0,0.0,0.0,1.0,57.90973,-0.03483785
311,2,K0,30.0,2,K0,1.0,0.0,0.0,1.0,28.015165,-0.066161156
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,52.776604,0.055532075
2212,1,p,30.0,1,p,1.0,0.0,1.0,0.0,24.654001,-0.17819996
311,2,K0,20.0,2,K0,1.0,0.0,0.0,1.0,21.026026,0.05130129
2212,1,p,60.0,1,p,1.0,0.0,1.0,0.0,61.799377,0.029989624
-211,0,π-,20.0,0,π-,1.0,1.0,0.0,0.0,21.35705,0.0678525
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,64.25481,0.07091344
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,76.70949,-0.14767236
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,97.76105,0.22201309
311,2,K0,80.0,2,K0,1.0,0.0,0.0,1.0,75.66807,-0.05414915
2212,1,p,20.0,1,p,1.0,0.0,1.0,0.0,27.711576,0.3855788
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,60.896175,0.014936256
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,47.415894,-0.05168213
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,79.626915,-0.004663563
2212,1,p,40.0,1,p,1.0,0.0,1.0,0.0,39.12911,-0.02177229
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,82.164955,-0.087056056
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,53.760605,0.0752121
-211,0,π-,100.0,0,π-,1.0,1.0,0.0,0.0,109.034164,0.09034164
2212,1,p,20.0,1,p,1.0,0.0,1.0,0.0,21.743544,0.08717718
311,2,K0,100.0,2,K0,1.0,0.0,0.0,1.0,106.80246,0.0680246
2212,1,p,20.0,1,p,1.0,0.0,1.0,0.0,21.241606,0.062080286
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,54.983105,0.099662095
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,48.717957,-0.02564087
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,93.5028,0.03892
311,2,K0,30.0,2,K0,1.0,0.0,0.0,1.0,32.74332,0.091444016
311,2,K0,50.0,2,K0,1.0,0.0,0.0,1.0,40.74783,-0.18504341
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,11.550721,0.15507212
-211,0,π-,80.0,0,π-,1.0,1.0,0.0,0.0,77.78425,-0.027696896
-211,0,π-,90.0,0,π-,1.0,1.0,0.0,0.0,90.45226,0.0050251433
2212,1,p,60.0,1,p,1.0,0.0,1.0,0.0,62.737473,0.045624543
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,100.1346,0.112606645
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,8.7887535,-0.12112465
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,38.656895,-0.2268621
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,103.139755,0.03139755
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,10.404689,0.040468883
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,7.8082333,-0.21917668
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,42.521942,-0.52753395
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,13.451833,0.34518328
2212,1,p,80.0,1,p,1.0,0.0,1.0,0.0,16.456697,-0.7942913
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,62.24443,0.037407175
-211,0,π-,30.0,0,π-,1.0,1.0,0.0,0.0,25.047152,-0.16509494
2212,1,p,100.0,1,p,1.0,0.0,1.0,0.0,97.459465,-0.02540535
-211,0,π-,60.0,0,π-,1.0,1.0,0.0,0.0,63.63652,0.060608674
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,92.82096,0.03134401
-211,0,π-,50.0,0,π-,1.0,1.0,0.0,0.0,57.23906,0.14478119
-211,0,π-,70.0,0,π-,1.0,1.0,0.0,0.0,74.55501,0.065071546
311,2,K0,30.0,2,K0,1.0,0.0,0.0,1.0,31.260798,0.042026583
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,68.994415,0.3798883
311,2,K0,30.0,2,K0,1.0,0.0,0.0,1.0,31.033587,0.03445288
311,2,K0,70.0,2,K0,1.0,0.0,0.0,1.0,88.108696,0.25869566
2212,1,p,50.0,1,p,1.0,0.0,1.0,0.0,52.185112,0.04370224
2212,1,p,40.0,1,p,1.0,0.0,1.0,0.0,46.95287,0.17382173
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,7.3783646,-0.26216355
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,88.51591,-0.01648992
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,11.489586,0.1489586
2212,1,p,10.0,1,p,1.0,0.0,1.0,0.0,11.3029785,0.13029785
311,2,K0,10.0,2,K0,1.0,0.0,0.0,1.0,8.106891,-0.18931094
2212,1,p,90.0,1,p,1.0,0.0,1.0,0.0,92.63511,0.029278988
-211,0,π-,100.0,0,π-,1.0,1.0,0.0,0.0,98.74344,-0.012565613
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,78.25342,-0.13051757
-211,0,π-,20.0,0,π-,1.0,1.0,0.0,0.0,21.362,0.068099976
311,2,K0,10.0,2,K0,1.0,0.0,0.0,1.0,8.836073,-0.11639271
311,2,K0,10.0,2,K0,1.0,0.0,0.0,1.0,9.368707,-0.06312933
311,2,K0,40.0,2,K0,1.0,0.0,0.0,1.0,35.438896,-0.1140276
-211,0,π-,10.0,0,π-,1.0,1.0,0.0,0.0,10.245355,0.024535466
2212,1,p,70.0,1,p,1.0,0.0,1.0,0.0,73.5611,0.050872803
311,2,K0,90.0,2,K0,1.0,0.0,0.0,1.0,101.84549,0.13161655
311,2,K0,40.0,2,K0,1.0,0.0,0.0,1.0,44.062637,0.101565935
-211,0,π-,40.0,0,π-,1.0,1.0,0.0,0.0,41.507584,0.03768959
