PDG_true,label_true_int,label_true,E_true_GeV,label_pred_int,label_pred,proba_pred,proba_pi,proba_proton,proba_kaon,E_pred_GeV,dE_over_E
2212,1,p,40.0,1,p,0.514640299034486,0.4812334505988656,0.514640299034486,0.004126250366648389,46.07572,0.15189305
-211,0,π-,80.0,0,π-,0.5364741265508447,0.5364741265508447,0.4581954266742477,0.005330446774907655,90.80367,0.13504592
311,2,K0,50.0,2,K0,0.9998701647799536,5.5667016352029716e-05,7.416820369445865e-05,0.9998701647799536,22.543192,-0.54913616
311,2,K0,100.0,2,K0,0.9962534161531789,0.0018178032522619477,0.0019287805945592056,0.9962534161531789,117.06326,0.17063263
311,2,K0,90.0,1,p,0.49172263925210863,0.280228863328956,0.49172263925210863,0.22804849741893538,93.40565,0.037840527
2212,1,p,90.0,0,π-,0.5345536689079231,0.5345536689079231,0.46092944150369464,0.004516889588382289,97.835655,0.087062836
-211,0,π-,90.0,0,π-,0.5693003795844959,0.5693003795844959,0.42896000732645323,0.0017396130890509468,77.15754,-0.14269401
2212,1,p,30.0,1,p,0.5286626265066433,0.4485435021695992,0.5286626265066433,0.022793871323757493,34.85209,0.1617363
2212,1,p,50.0,1,p,0.5617015168489503,0.4276027202452585,0.5617015168489503,0.010695762905791172,40.426514,-0.19146973
-211,0,π-,70.0,1,p,0.5437891372279037,0.4489233014574179,0.5437891372279037,0.007287561314678516,61.78485,-0.11735927
2212,1,p,50.0,1,p,0.5001340819813208,0.4983253978493133,0.5001340819813208,0.0015405201693659454,54.757294,0.095145874
311,2,K0,50.0,2,K0,0.7598498169136518,0.10209092012373726,0.13805926296261078,0.7598498169136518,50.63712,0.012742386
311,2,K0,90.0,2,K0,0.9999250196282189,3.452670801541915e-05,4.0453663765657124e-05,0.9999250196282189,82.52867,-0.083014764
-211,0,π-,100.0,0,π-,0.7768336803253659,0.7768336803253659,0.22041791191179036,0.002748407762843741,6.5903378,-0.9340966
2212,1,p,30.0,1,p,0.5175238758417875,0.32682518417679135,0.5175238758417875,0.15565093998142118,29.17116,-0.027628008
-211,0,π-,30.0,0,π-,0.5481929109624349,0.5481929109624349,0.41137099600077914,0.04043609303678603,27.649689,-0.07834371
-211,0,π-,90.0,0,π-,0.5329659461271554,0.5329659461271554,0.44009249079638874,0.026941563076455774,93.18142,0.035349105
311,2,K0,10.0,2,K0,0.9984892854882542,0.0006197522808207117,0.0008909622309250706,0.9984892854882542,9.013145,-0.09868546
311,2,K0,100.0,2,K0,0.999888143484452,5.1842494144507454e-05,6.0014021403587546e-05,0.999888143484452,95.8217,-0.04178299
-211,0,π-,50.0,0,π-,0.666922778269497,0.666922778269497,0.3317617361861352,0.0013154855443677305,47.206825,-0.055863496
2212,1,p,100.0,1,p,0.479351405628547,0.4246317395216173,0.479351405628547,0.09601685484983574,94.19361,-0.058063887
311,2,K0,90.0,1,p,0.5053894870418385,0.2488167841065883,0.5053894870418385,0.24579372885157325,96.33062,0.07034022
2212,1,p,80.0,1,p,0.645153942852924,0.3497923418501048,0.645153942852924,0.005053715296971118,84.13285,0.051660635
311,2,K0,80.0,2,K0,0.999921073739224,3.56041300054571e-05,4.3322130770477214e-05,0.999921073739224,81.83865,0.02298317
311,2,K0,40.0,2,K0,0.9961520980822539,0.0017929458543492274,0.002054956063396871,0.9961520980822539,41.81189,0.045297243
2212,1,p,50.0,1,p,0.7015378951159434,0.26719449126066364,0.7015378951159434,0.031267613623392934,45.42261,-0.09154777
2212,1,p,90.0,1,p,0.5368569983770904,0.4183352926522058,0.5368569983770904,0.04480770897070379,85.418884,-0.050901286
-211,0,π-,20.0,2,K0,0.7350812033842482,0.10645140905536345,0.15846738756038833,0.7350812033842482,18.53394,-0.07330303
2212,1,p,50.0,0,π-,0.6287618173572885,0.6287618173572885,0.3698194405025344,0.0014187421401770592,55.441246,0.10882492
-211,0,π-,90.0,1,p,0.5809198367365801,0.405685882649989,0.5809198367365801,0.013394280613430938,88.88309,-0.012410142
-211,0,π-,40.0,1,p,0.5402087780858972,0.45771508158872953,0.5402087780858972,0.0020761403253732077,38.081142,-0.04797144
-211,0,π-,20.0,1,p,0.5286026409285963,0.4680885480304591,0.5286026409285963,0.0033088110409446253,19.840605,-0.007969761
311,2,K0,20.0,2,K0,0.9926043538782342,0.0032321440547499886,0.004163502067015798,0.9926043538782342,18.480877,-0.07595615
-211,0,π-,100.0,0,π-,0.750177495720608,0.750177495720608,0.24856577888643333,0.0012567253929587695,80.243256,-0.19756745
311,2,K0,20.0,2,K0,0.9939888856259722,0.002895538843640147,0.00311557553038771,0.9939888856259722,22.864532,0.14322662
311,2,K0,90.0,2,K0,0.9998577482050593,6.906333102690664e-05,7.318846391376472e-05,0.9998577482050593,102.531975,0.13924417
311,2,K0,10.0,1,p,0.4546093254001888,0.3611088306096691,0.4546093254001888,0.18428184399014208,8.164033,-0.1835967
-211,0,π-,60.0,0,π-,0.5191204939432872,0.5191204939432872,0.47939558162531903,0.0014839244313938117,55.898495,-0.06835842
-211,0,π-,90.0,0,π-,0.6494666153643728,0.6494666153643728,0.1608591113987546,0.18967427323687258,86.361984,-0.0404224
-211,0,π-,100.0,1,p,0.5201258697558346,0.4295239544696935,0.5201258697558346,0.05035017577447177,109.93624,0.09936241
2212,1,p,70.0,1,p,0.6030960790290664,0.3382352553144449,0.6030960790290664,0.05866866565648871,80.91414,0.15591627
-211,0,π-,70.0,0,π-,0.42372529836642886,0.42372529836642886,0.4204555406360753,0.15581916099749588,77.584785,0.10835408
-211,0,π-,90.0,0,π-,0.8067946936114319,0.8067946936114319,0.13056828213632507,0.06263702425224318,85.919716,-0.04533649
2212,1,p,40.0,1,p,0.48349427101354897,0.40746425217904264,0.48349427101354897,0.10904147680740846,37.631523,-0.05921192
2212,1,p,70.0,1,p,0.67586366129023,0.23676153643134024,0.67586366129023,0.08737480227842975,68.712944,-0.018386513
-211,0,π-,70.0,1,p,0.4673462747151012,0.3993101792447184,0.4673462747151012,0.13334354604018034,62.409153,-0.108440675
-211,0,π-,30.0,1,p,0.6026552861866026,0.38489682380053897,0.6026552861866026,0.012447890012858507,11.003215,-0.63322616
2212,1,p,20.0,2,K0,0.6346741711349402,0.148916517217788,0.21640931164727187,0.6346741711349402,24.676014,0.2338007
2212,1,p,80.0,0,π-,0.4944786898703839,0.4944786898703839,0.48334972761107214,0.022171582518543995,64.451744,-0.1943532
2212,1,p,100.0,1,p,0.6132246619717422,0.21393450552452567,0.6132246619717422,0.17284083250373206,94.260376,-0.05739624
-211,0,π-,70.0,1,p,0.6118335806997459,0.20317278381001744,0.6118335806997459,0.18499363549023665,67.23997,-0.03942904
-211,0,π-,60.0,0,π-,0.9099644062048036,0.9099644062048036,0.08892628412306482,0.0011093096721316973,53.26811,-0.1121982
311,2,K0,60.0,2,K0,0.9991547975114853,0.00038721219124772323,0.00045799029726690854,0.9991547975114853,56.434326,-0.0594279
-211,0,π-,90.0,0,π-,0.6830828104696104,0.6830828104696104,0.3120368780749893,0.0048803114554002705,76.805534,-0.14660518
-211,0,π-,80.0,1,p,0.5900338849251564,0.2982020544350962,0.5900338849251564,0.11176406063974746,71.64896,-0.10438804
311,2,K0,20.0,1,p,0.48943874054125164,0.3546705340495892,0.48943874054125164,0.155890725409159,18.538738,-0.07306309
311,2,K0,20.0,2,K0,0.999920405385103,3.068511186671579e-05,4.890950303023461e-05,0.999920405385103,11.039236,-0.4480382
-211,0,π-,70.0,1,p,0.5444089950409603,0.3596034815161245,0.5444089950409603,0.09598752344291513,62.81401,-0.10265699
-211,0,π-,50.0,0,π-,0.7344173094914439,0.7344173094914439,0.26303633740275867,0.002546353105797418,54.609997,0.09219994
311,2,K0,20.0,0,π-,0.46545652907638496,0.46545652907638496,0.11593638635639486,0.41860708456722007,18.66408,-0.06679602
-211,0,π-,80.0,1,p,0.5065933810007267,0.4145408622065662,0.5065933810007267,0.07886575679270706,82.64512,0.033063985
311,2,K0,70.0,2,K0,0.9998568790846312,6.019662536471311e-05,8.292429000410399e-05,0.9998568790846312,53.382954,-0.23738638
-211,0,π-,50.0,1,p,0.5459026763640717,0.4523012898935499,0.5459026763640717,0.0017960337423783635,51.76941,0.035388183
-211,0,π-,60.0,1,p,0.5292426034221772,0.46733748670459707,0.5292426034221772,0.003419909873225621,65.575165,0.09291942
-211,0,π-,30.0,1,p,0.5200075182735602,0.4731611628113458,0.5200075182735602,0.0068313189150939835,25.784277,-0.1405241
311,2,K0,100.0,2,K0,0.9996049977717448,0.00018489189496348398,0.00021011033329175935,0.9996049977717448,110.87946,0.10879463
2212,1,p,30.0,1,p,0.523877265381531,0.4714646282836396,0.523877265381531,0.004658106334829454,32.926926,0.09756419
311,2,K0,20.0,2,K0,0.9999271766418336,2.9649134884230633e-05,4.317422328218394e-05,0.9999271766418336,16.6946,-0.16527005
311,2,K0,60.0,2,K0,0.9182459474372118,0.03168243578718691,0.050071616775601395,0.9182459474372118,59.197678,-0.013372039
2212,1,p,70.0,2,K0,0.6194795877267832,0.16278556493511098,0.21773484733810572,0.6194795877267832,72.21408,0.031629726
-211,0,π-,90.0,1,p,0.5920421488829307,0.37334329083045725,0.5920421488829307,0.034614560286612105,80.8796,-0.101337776
311,2,K0,70.0,1,p,0.3968987450129102,0.39458100315201194,0.3968987450129102,0.20852025183507775,64.96237,-0.07196612
-211,0,π-,40.0,1,p,0.5676910005707805,0.3850042600905207,0.5676910005707805,0.04730473933869881,41.219955,0.030498886
-211,0,π-,100.0,0,π-,0.7474484114319699,0.7474484114319699,0.24598251681310515,0.006569071754924919,104.92255,0.049225464
311,2,K0,50.0,2,K0,0.9988979263531486,0.0007363627716586437,0.0003657108751927432,0.9988979263531486,47.40237,-0.05195259
311,2,K0,50.0,2,K0,0.999916706262694,3.7698716918287096e-05,4.5595020387796465e-05,0.999916706262694,52.693638,0.053872757
311,2,K0,100.0,1,p,0.4933364788235575,0.3135483403027876,0.4933364788235575,0.19311518087365484,96.23165,-0.037683487
2212,1,p,10.0,1,p,0.5394331037299168,0.405246354508629,0.5394331037299168,0.05532054176145419,8.0706625,-0.19293375
2212,1,p,10.0,1,p,0.504525265184307,0.4726069018544962,0.504525265184307,0.022867832961196887,12.689315,0.26893148
2212,1,p,80.0,1,p,0.47554595108586356,0.3752698678403081,0.47554595108586356,0.1491841810738285,82.046455,0.025580693
311,2,K0,70.0,2,K0,0.9998386562864743,7.024057660396063e-05,9.110313692175457e-05,0.9998386562864743,66.34024,-0.052282277
2212,1,p,100.0,0,π-,0.514685248976152,0.514685248976152,0.48365593825582964,0.001658812768018454,86.0596,-0.139404
311,2,K0,40.0,2,K0,0.9999113146175862,4.686391101201002e-05,4.1821471401854135e-05,0.9999113146175862,24.103848,-0.3974038
-211,0,π-,80.0,0,π-,0.5005941864888105,0.5005941864888105,0.47828446716793543,0.02112134634325404,74.8381,-0.064523794
-211,0,π-,50.0,0,π-,0.5854787807581623,0.5854787807581623,0.3746156110922677,0.03990560814957018,52.419727,0.048394546
-211,0,π-,20.0,0,π-,0.5634605514950567,0.5634605514950567,0.35683242108453384,0.07970702742040943,19.750599,-0.012470054
311,2,K0,100.0,2,K0,0.9999174992384465,3.794025210966721e-05,4.456050944388922e-05,0.9999174992384465,76.35145,-0.23648553
311,2,K0,20.0,2,K0,0.866543497928817,0.06323321099242854,0.0702232910787544,0.866543497928817,18.601007,-0.06994963
2212,1,p,40.0,1,p,0.5299816951679742,0.3120354088853333,0.5299816951679742,0.1579828959466925,41.116024,0.0279006
311,2,K0,100.0,2,K0,0.9854984928177565,0.006463880414421515,0.00803762676782209,0.9854984928177565,101.77149,0.01771492
-211,0,π-,50.0,0,π-,0.6757743098523762,0.6757743098523762,0.3195090661951855,0.004716623952438297,12.754753,-0.74490494
311,2,K0,90.0,1,p,0.6294757795189022,0.27567544839462677,0.6294757795189022,0.09484877208647104,84.23835,-0.06401833
-211,0,π-,60.0,0,π-,0.8782124791886421,0.8782124791886421,0.12023367277850729,0.0015538480328506458,50.297794,-0.16170342
-211,0,π-,10.0,0,π-,0.500634050887946,0.500634050887946,0.42094947007921213,0.07841647903284196,8.334879,-0.1665121
311,2,K0,90.0,2,K0,0.9999187367174487,3.6715877681276435e-05,4.454740487016618e-05,0.9999187367174487,86.97276,-0.033635966
2212,1,p,90.0,1,p,0.4812512785529107,0.32770605916697626,0.4812512785529107,0.19104266228011296,91.596664,0.017740715
2212,1,p,50.0,0,π-,0.6510253361291891,0.6510253361291891,0.34699581622171954,0.001978847649091384,19.290577,-0.61418843
311,2,K0,50.0,2,K0,0.9999144113881453,3.86066134173297e-05,4.6981998437527164e-05,0.9999144113881453,47.44381,-0.05112381
2212,1,p,60.0,1,p,0.6031909171494355,0.3387566792890444,0.6031909171494355,0.05805240356151995,53.440804,-0.10931994
311,2,K0,20.0,2,K0,0.9993638027722732,0.000299079625647895,0.00033711760207892557,0.9993638027722732,17.885687,-0.105715655
-211,0,π-,50.0,0,π-,0.8381286584424689,0.8381286584424689,0.1504432629567113,0.011428078600819833,54.705784,0.094115674
311,2,K0,100.0,2,K0,0.9999335367027221,3.0841681295210316e-05,3.562161598273463e-05,0.9999335367027221,49.021183,-0.50978816
-211,0,π-,100.0,1,p,0.5802657906650005,0.39633677553936436,0.5802657906650005,0.023397433795635143,105.21478,0.052147828
311,2,K0,20.0,2,K0,0.9999212364374283,3.409994036493246e-05,4.4663622206808356e-05,0.9999212364374283,22.52074,0.12603703
311,2,K0,20.0,2,K0,0.9990086979283767,0.0006965359070542043,0.00029476616456910044,0.9990086979283767,18.203354,-0.089832306
-211,0,π-,90.0,1,p,0.641462544672798,0.28386355238415734,0.641462544672798,0.0746739029430448,75.927574,-0.15636028
2212,1,p,70.0,1,p,0.6153780638780556,0.38348601480701405,0.6153780638780556,0.0011359213149303438,82.33244,0.17617775
2212,1,p,20.0,0,π-,0.7627136629097198,0.7627136629097198,0.21499083517756565,0.022295501912714576,23.899076,0.19495383
-211,0,π-,10.0,1,p,0.506548016253168,0.47357990227258634,0.506548016253168,0.01987208147424571,11.600882,0.16008815
311,2,K0,100.0,2,K0,0.9776036726353627,0.011576768302699112,0.010819559061938237,0.9776036726353627,107.17753,0.07177529
2212,1,p,30.0,1,p,0.6060751713835667,0.3898987371621066,0.6060751713835667,0.004026091454326685,32.071106,0.069036864
-211,0,π-,80.0,1,p,0.6343913782527979,0.36330732455044934,0.6343913782527979,0.002301297196752845,85.36136,0.06701698
-211,0,π-,90.0,1,p,0.5980905367291277,0.3321564647470397,0.5980905367291277,0.0697529985238326,84.3469,-0.06281221
-211,0,π-,70.0,1,p,0.4540093224996303,0.39651614263786794,0.4540093224996303,0.14947453486250184,59.17952,-0.15457828
-211,0,π-,90.0,1,p,0.6190508589012566,0.3253391235049954,0.6190508589012566,0.055610017593748104,91.11237,0.012359704
-211,0,π-,90.0,0,π-,0.49973918430187897,0.49973918430187897,0.31257906347752135,0.18768175222059955,106.64794,0.18497713
2212,1,p,70.0,0,π-,0.5369189869781639,0.5369189869781639,0.46168499569141336,0.0013960173304229072,66.64776,-0.047889166
2212,1,p,30.0,0,π-,0.6406478489182641,0.6406478489182641,0.3574828795437384,0.0018692715379974518,27.099463,-0.09668458
-211,0,π-,20.0,1,p,0.6047344193789153,0.39040786849193987,0.6047344193789153,0.0048577121291449865,20.368744,0.018437196
311,2,K0,30.0,2,K0,0.9989937994911102,0.0005851326728161102,0.000421067836073522,0.9989937994911102,25.05901,-0.16469969
311,2,K0,10.0,2,K0,0.5972127647185933,0.14893021273028292,0.25385702255112375,0.5972127647185933,8.043847,-0.19561529
2212,1,p,10.0,1,p,0.5714147313760534,0.41645151385726864,0.5714147313760534,0.012133754766678044,14.719524,0.47195244
2212,1,p,30.0,2,K0,0.4282741334374708,0.1890511342628268,0.38267473229970234,0.4282741334374708,26.501482,-0.11661727
311,2,K0,20.0,1,p,0.6244894850126369,0.3196978883940729,0.6244894850126369,0.0558126265932901,14.7212715,-0.26393643
2212,1,p,80.0,1,p,0.38031954247448385,0.37145904622399256,0.38031954247448385,0.2482214113015235,82.30507,0.028813362
2212,1,p,10.0,1,p,0.5402201615526221,0.4480514181119928,0.5402201615526221,0.011728420335385155,12.519603,0.25196028
-211,0,π-,10.0,0,π-,0.8143605620543857,0.8143605620543857,0.18192173583109653,0.003717702114517777,14.225541,0.4225541
2212,1,p,50.0,1,p,0.6005119561118982,0.32715539239064567,0.6005119561118982,0.0723326514974562,34.967335,-0.3006533
2212,1,p,60.0,1,p,0.5152171670356396,0.23226748821333695,0.5152171670356396,0.2525153447510235,52.14255,-0.13095747
-211,0,π-,50.0,0,π-,0.7464098800259518,0.7464098800259518,0.2299664838335681,0.023623636140480086,52.859642,0.05719284
311,2,K0,90.0,2,K0,0.7959879971735071,0.097351627508514,0.10666037531797878,0.7959879971735071,78.04873,-0.1327919
311,2,K0,70.0,2,K0,0.999540332611277,0.000211054237542624,0.00024861315118036875,0.999540332611277,65.157776,-0.06917463
311,2,K0,30.0,2,K0,0.6995849422597825,0.25447695249619917,0.0459381052440182,0.6995849422597825,35.09739,0.16991298
311,2,K0,80.0,2,K0,0.9946478463827442,0.0028890708952272717,0.0024630827220284927,0.9946478463827442,80.0276,0.00034503936
-211,0,π-,80.0,0,π-,0.7225239697390495,0.7225239697390495,0.27615255146796736,0.0013234787929832206,67.72672,-0.15341596
2212,1,p,90.0,1,p,0.5162619388178246,0.48232446480913443,0.5162619388178246,0.0014135963730409727,88.27083,-0.019213019
2212,1,p,30.0,1,p,0.6287301802114172,0.29910815437159216,0.6287301802114172,0.0721616654169906,32.6123,0.087076694
2212,1,p,80.0,1,p,0.5775679918510226,0.3258498621070898,0.5775679918510226,0.09658214604188758,77.08484,-0.036439516
311,2,K0,50.0,2,K0,0.7287477508174125,0.10487530162677398,0.16637694755581345,0.7287477508174125,44.769173,-0.104616545
2212,1,p,60.0,1,p,0.6070248364839002,0.3699848581204911,0.6070248364839002,0.022990305395608805,40.25262,-0.329123
2212,1,p,40.0,1,p,0.589193953376397,0.311380865962489,0.589193953376397,0.09942518066111415,37.483727,-0.06290684
2212,1,p,80.0,1,p,0.6224398935676002,0.37050579024762637,0.6224398935676002,0.007054316184773462,76.53085,-0.043364335
311,2,K0,40.0,2,K0,0.996390733028301,0.0018334544326581708,0.0017758125390408984,0.996390733028301,38.342007,-0.041449834
